Date,Easy,Medium,Hard
05/06/22,"3,0,9,2,0,6,0,0,8,2,0,6,5,7,0,3,0,0,0,0,0,8,0,0,2,4,6,0,0,1,0,6,0,4,8,0,9,6,0,0,8,1,0,2,0,0,7,3,0,0,0,9,6,0,6,9,5,0,0,0,0,0,2,4,0,0,0,3,9,0,0,5,0,3,0,0,0,5,6,0,0","0,5,0,6,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,7,5,0,8,0,0,0,0,0,8,0,0,1,0,6,7,0,0,0,0,6,0,0,4,0,0,0,1,0,0,7,2,0,5,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,4,0,0,0,4,0,1,0,9,0,5,0","0,4,0,0,0,0,9,0,0,5,0,8,2,0,0,0,0,0,0,0,6,0,3,1,5,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,5,4,3,0,0,0,0,8,0,0,0,0,0,0,8,0,2,4,6,0,0,0,0,0,0,0,0,0,0,0,9,0,6,5,0,3,0,0"
06/06/22,"6,0,0,5,7,0,0,0,8,0,2,0,0,0,0,1,3,0,0,9,0,0,1,0,0,5,6,8,7,2,0,0,9,6,0,0,4,0,0,3,0,6,2,0,9,0,0,0,0,0,4,8,1,0,2,0,3,8,6,7,0,0,0,0,0,7,0,0,5,0,6,2,0,6,9,2,3,0,0,0,7","0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,6,2,0,1,0,0,0,6,8,4,5,0,8,0,0,0,0,5,0,0,0,5,1,0,0,7,0,0,0,0,0,0,0,3,1,0,0,0,0,3,8,0,0,0,4,1,0,0,9,0,4,0,0,0,0,6,0,0,0,0,2,0,0,0,0","0,0,8,0,0,6,0,0,2,1,9,0,0,0,0,0,8,0,2,0,5,1,0,0,0,6,0,0,0,0,0,0,1,3,0,0,9,0,0,6,5,0,0,0,0,0,3,0,2,0,0,0,0,6,0,0,0,0,0,0,9,0,7,7,0,0,0,0,0,2,0,0,0,1,0,0,9,0,0,0,0"
07/06/22,"8,9,0,3,2,4,0,0,0,4,2,0,1,0,0,5,9,0,0,0,1,9,7,0,0,0,8,1,0,0,7,0,0,3,5,0,5,0,0,0,3,2,8,0,0,3,0,4,0,8,0,0,6,0,0,5,8,0,0,9,0,0,1,0,0,6,0,0,3,2,0,9,0,0,0,2,1,7,0,0,5","0,9,0,0,0,0,0,0,5,0,0,0,0,1,6,0,0,2,0,0,3,0,0,0,0,7,0,6,0,0,1,9,2,0,0,0,0,3,0,0,8,0,0,4,0,0,7,0,0,5,0,0,0,0,0,5,0,7,0,0,0,6,8,0,0,0,0,0,0,3,0,0,2,0,0,0,0,8,0,0,0","6,7,0,4,0,0,0,0,0,4,0,0,0,0,7,0,0,9,0,0,0,5,0,0,0,2,0,0,3,0,0,7,1,0,0,5,0,0,1,0,3,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,5,0,1,0,9,0,0,0,0,0,8,0"
08/06/22,"2,3,7,0,5,1,0,0,8,0,0,5,0,3,0,0,6,1,0,8,0,4,2,0,0,0,3,0,0,0,0,0,6,1,8,2,8,0,2,9,0,0,3,0,5,7,5,1,0,0,2,0,0,0,5,1,0,0,0,0,9,2,0,0,0,0,1,4,7,5,0,0,0,7,3,2,0,0,0,0,0","7,2,0,0,0,0,4,0,0,0,0,9,0,0,0,0,6,0,0,0,4,6,0,9,0,0,5,0,0,0,8,0,0,0,5,0,9,3,0,0,0,5,2,8,0,0,0,0,0,3,0,0,0,4,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,7,0,0,0,9,6","0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,3,6,0,9,5,0,0,0,0,0,0,8,7,1,0,0,2,3,0,0,0,6,9,0,0,0,0,2,0,0,0,8,0,0,0,0,5,7,0,4,0,2,0,0,6,0,0,1,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,4,0,0"
09/06/22,"5,6,0,9,0,2,1,0,0,8,0,0,5,3,0,0,0,4,9,7,0,0,0,1,2,5,6,6,1,0,0,8,0,9,3,0,0,0,8,0,9,5,0,0,0,0,0,0,0,0,3,0,7,2,0,0,0,0,0,9,4,2,7,3,9,2,4,1,0,0,0,0,0,0,5,6,0,0,0,0,9","0,4,0,6,0,0,9,0,5,3,9,0,0,0,0,0,8,0,0,0,5,7,0,3,0,0,0,0,0,9,0,0,0,0,0,0,5,0,0,8,2,0,0,0,7,0,0,2,5,0,0,1,0,0,0,7,0,0,0,0,0,0,4,0,0,3,0,0,0,0,9,0,1,0,0,0,6,5,0,0,0","0,9,0,0,5,0,0,0,1,0,0,0,0,0,8,2,0,0,0,8,6,0,0,0,7,0,0,0,1,0,7,0,0,0,0,0,9,0,3,8,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,5,0,0,0,0,0,2,9,0,0,0,0,0,0,3,0,0,8,2,0"
10/06/22,"0,6,1,0,9,0,7,3,0,0,8,0,0,4,0,0,9,2,9,2,0,5,1,0,0,0,0,2,0,9,7,0,0,0,0,8,0,1,6,0,2,5,0,0,3,0,0,8,0,0,1,5,2,0,6,9,0,4,7,0,3,0,0,1,0,4,6,0,3,0,0,0,8,0,0,0,0,0,4,0,6","0,0,0,0,0,0,0,5,9,0,3,0,0,0,0,0,0,0,2,0,6,0,0,5,0,4,0,0,8,0,0,2,0,0,0,0,0,0,0,0,9,0,0,0,7,5,0,7,0,0,0,0,0,6,0,0,1,0,0,3,7,0,0,0,4,0,6,0,0,0,0,0,0,0,8,0,7,9,1,0,5","0,1,0,8,3,7,0,4,0,0,8,0,0,0,0,0,0,0,2,0,0,0,5,0,0,7,0,8,4,0,1,0,0,9,0,0,0,0,5,0,0,0,0,8,0,9,0,0,0,6,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,7,0,0,0,0"
11/06/22,"0,4,6,1,0,5,2,8,0,1,0,2,3,0,0,7,4,0,0,8,9,0,0,7,6,0,0,9,6,1,0,4,0,0,0,0,4,0,8,0,5,0,0,9,2,0,0,0,8,7,0,1,0,0,2,1,0,0,0,6,9,0,7,8,9,0,0,3,0,0,0,0,0,0,0,0,1,4,0,0,5","0,0,9,0,0,0,4,0,0,0,1,0,7,0,0,3,2,0,0,8,4,0,0,0,0,0,6,0,0,0,2,9,0,0,5,0,0,0,0,0,3,0,0,4,0,0,9,0,0,0,6,0,0,2,8,0,0,0,7,2,0,1,9,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,4,0,6,8,0,0,7,0,2,0,7,1,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,3,0,0,0,5,2,0,0,0,0,0,7,4,1,0,8,0,0,0,0,0,9,0,0,0,3,0,0,0,4,2,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
12/06/22,"9,0,0,7,5,0,2,4,0,0,4,0,2,3,0,0,0,0,1,7,0,0,0,0,9,5,0,0,3,7,0,0,6,1,9,4,0,1,0,5,0,0,0,0,8,4,6,8,0,0,7,0,3,0,8,5,1,0,0,0,0,0,0,0,0,6,1,0,2,4,7,0,0,0,4,0,9,0,6,0,1","9,0,0,0,0,7,1,0,6,0,6,1,0,9,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,5,3,0,0,0,0,0,3,0,6,8,0,1,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,9,0,2,0,5,0,0,0,0,0,0,0,0,8,0,0,9,0,0,7","4,0,0,9,7,0,0,0,5,0,8,0,0,6,0,0,0,0,3,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,9,0,6,0,0,7,0,4,3,0,0,9,0,0,8,0,0,1,0,4,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,2,0,0,0,7,0"
13/06/22,"0,2,3,7,5,0,8,0,9,5,0,1,6,8,3,7,0,0,6,0,0,2,0,0,0,0,1,0,0,0,4,0,0,0,2,7,0,0,8,0,0,6,0,0,3,9,0,0,5,0,7,0,1,0,3,5,0,0,9,4,0,7,0,7,4,0,0,0,0,3,0,5,0,0,6,0,7,5,0,9,0","0,0,5,0,0,0,0,0,8,1,0,8,0,9,0,0,5,4,0,0,0,2,0,0,0,0,3,0,0,0,1,0,0,0,2,0,0,0,0,3,0,6,0,0,0,0,0,4,0,7,0,6,0,0,7,5,0,0,0,8,0,9,0,0,0,0,0,0,0,8,0,7,0,0,3,0,0,0,0,4,0","0,0,0,0,0,0,0,5,0,0,0,7,9,0,1,0,0,0,0,0,0,0,5,0,3,0,0,0,0,6,7,0,0,0,8,0,9,5,0,0,2,8,6,0,0,0,2,0,0,0,0,5,0,0,4,0,0,0,0,0,0,9,5,0,0,2,0,0,0,0,3,0,3,8,0,0,0,0,2,0,0"
14/06/22,"0,5,9,0,0,0,3,7,8,4,8,0,9,0,7,0,6,0,0,0,3,8,6,5,4,0,0,8,6,0,5,9,0,0,0,3,0,0,1,0,7,0,0,0,6,0,9,0,0,2,0,0,8,4,3,0,8,0,0,0,6,4,0,0,0,5,3,8,6,0,0,0,0,0,0,0,0,0,8,3,7","0,0,0,0,0,4,0,0,1,5,0,1,0,2,0,0,8,0,0,0,0,0,0,0,2,0,0,9,7,0,0,0,1,0,0,0,0,2,0,7,0,0,0,0,0,0,0,8,3,0,0,5,0,0,7,8,0,4,0,6,0,0,9,0,0,9,0,0,8,6,0,0,0,0,0,0,0,3,0,1,0","7,0,6,5,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,4,0,9,0,0,4,0,0,0,0,0,0,0,9,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,2,0,0,0,5,0,9,6,0,3,0,0,0,7,1,0,0,8,0,0,4,0,8,0,0,0,0,0,0,0"
15/06/22,"0,5,0,0,0,8,1,6,0,2,0,0,3,1,0,0,7,9,6,7,1,5,0,0,0,4,0,7,0,6,2,0,1,8,0,0,0,2,0,9,6,5,0,0,0,0,4,5,0,0,0,9,0,0,9,0,0,0,3,0,2,0,0,4,0,2,0,0,9,0,0,7,0,0,0,6,2,7,0,9,1","0,0,1,0,6,0,0,0,0,9,0,0,0,0,0,0,7,0,3,0,4,0,0,8,0,2,9,0,6,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,2,7,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,5,1,9,0,0,0,4,0,0,2,0,0,3,7","0,0,0,0,8,0,0,6,0,0,0,0,0,0,3,0,0,0,0,8,0,4,0,0,9,7,0,4,7,0,6,1,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,5,0,0,3,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,5,0,7,0,0,0,4,0,9,6,0,0,2,0"
16/06/22,"0,7,0,0,0,2,9,3,4,8,6,9,0,4,0,0,7,0,0,0,4,9,7,1,0,0,0,0,0,8,1,0,0,6,0,2,0,0,6,8,0,3,0,0,9,0,2,0,0,6,0,8,1,3,6,5,0,0,0,0,0,0,0,9,0,0,0,3,4,0,0,5,7,4,0,5,0,0,3,2,0","0,0,0,0,0,0,0,0,6,0,0,0,0,6,8,0,0,0,0,0,3,0,1,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,9,0,0,0,8,2,3,7,0,0,0,2,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,9,0,4,0,5,3,6,0,0","0,0,3,0,0,0,0,6,0,0,0,0,0,5,1,0,0,0,0,8,4,0,0,3,1,0,0,0,7,0,0,0,5,0,0,9,6,9,0,0,0,0,2,0,0,0,0,0,7,0,8,0,5,0,0,5,0,8,0,0,0,0,6,4,0,0,0,0,0,0,9,0,0,0,8,0,0,0,4,0,0"
17/06/22,"0,9,5,0,2,1,0,4,0,0,2,0,4,8,9,0,0,7,6,4,8,0,0,0,9,0,0,8,0,2,5,1,4,0,0,0,0,5,0,8,3,0,0,7,1,3,0,0,2,0,0,4,5,8,4,0,0,7,0,0,0,2,0,0,0,0,0,0,8,1,0,5,5,3,9,0,0,0,0,0,0","0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,5,0,8,0,0,0,3,0,0,7,2,6,0,0,8,1,0,0,6,0,0,5,0,0,0,4,0,0,0,0,0,2,6,4,7,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,3,7,0,0,9","8,0,0,7,4,0,5,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,8,0,0,6,1,0,5,0,0,0,9,0,0,0,4,0,9,0,2,1,0,0,5,0,0,0,3,0,0,8,0,0,7,3,0,6,1,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0"
18/06/22,"0,1,0,0,8,4,0,6,0,2,8,0,0,0,0,4,1,9,0,4,6,5,1,0,0,0,0,0,2,3,6,0,5,0,8,0,0,0,0,0,4,2,1,5,3,4,5,8,0,0,1,0,0,2,9,0,0,0,0,0,8,2,6,0,0,0,9,7,0,3,0,0,8,0,1,0,2,0,0,0,0","0,0,0,0,5,0,0,0,6,0,0,0,0,0,3,0,8,0,6,0,1,0,0,0,3,9,0,9,0,0,2,0,0,0,5,0,1,0,0,5,0,8,2,0,0,0,0,7,0,3,4,0,0,0,0,0,6,0,0,5,0,0,7,0,0,0,8,0,0,0,6,0,0,0,0,0,0,9,0,0,4","0,5,7,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,3,2,0,0,7,0,0,4,9,6,1,0,2,0,0,7,0,0,0,0,0,0,0,0,2,0,3,2,0,0,7,9,0,0,0,0,0,0,0,0,3,0,4,8,0,0,4,0,0,0,1,0,0,5,0,0,0,0,5,0,0,0,0"
19/06/22,"7,9,0,0,0,0,6,5,4,0,8,0,4,5,1,0,3,0,0,3,5,7,0,6,0,0,2,8,0,3,0,7,0,9,1,0,6,5,9,0,0,3,0,0,0,0,0,0,5,8,0,2,0,0,5,4,0,0,0,0,0,0,6,0,0,0,3,6,0,8,0,7,3,0,7,2,4,0,0,0,0","0,0,0,0,0,0,0,0,2,0,0,0,6,0,4,0,9,0,0,5,0,0,0,8,0,4,0,1,0,0,4,0,0,0,0,0,0,9,0,0,7,0,4,8,0,2,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,6,0,5,0,1,0,0,0,0,0,2,0,0,0,0,6,0,9","0,3,8,0,0,0,6,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,9,8,0,3,0,0,0,5,4,0,0,0,2,0,0,0,6,0,8,0,5,0,0,2,0,0,9,5,0,0,0,0,7,0,0,0,1,2,0,0,0"
20/06/22,"9,7,4,3,2,8,0,0,6,8,0,2,0,0,1,9,0,7,6,0,0,5,0,9,0,8,2,0,8,5,6,0,0,3,0,0,0,0,7,1,4,0,0,0,9,0,6,0,7,0,3,1,0,0,2,0,0,0,5,0,0,9,0,0,9,0,0,0,0,6,5,0,0,3,0,0,1,0,0,4,0","0,0,6,1,0,0,0,5,0,0,0,5,0,0,0,0,0,0,9,1,0,0,0,0,0,6,0,6,0,0,0,8,0,3,0,0,7,8,0,3,0,1,0,0,0,0,0,4,0,9,0,0,1,0,3,5,0,6,0,7,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,4,7","6,0,0,0,0,5,4,0,2,0,0,5,8,9,0,3,0,0,7,0,0,1,0,0,0,0,0,0,0,7,0,0,1,0,0,0,3,0,0,0,0,0,6,5,0,0,1,0,0,0,4,7,0,9,0,2,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,9,0,0,0,0,0,0,0,0"
21/06/22,"3,8,0,5,0,4,2,1,0,4,9,0,0,0,0,8,0,0,0,0,0,3,0,6,4,5,9,9,0,3,2,0,8,0,0,0,0,0,2,0,4,1,0,3,0,8,0,7,0,3,0,1,2,0,0,0,0,0,2,0,5,8,6,6,3,0,9,1,0,0,0,2,0,5,4,0,0,0,0,0,0","0,4,0,2,0,0,0,9,7,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,2,0,0,0,0,0,0,0,2,8,0,0,9,0,8,0,0,0,0,1,8,0,0,0,0,0,0,3,0,9,1,6,0,2,0,0,0,0,0,4,0,0,0,0,0,0,2,6,0,0,1,8,0,7,0","0,0,0,0,0,4,0,0,0,0,4,0,0,6,0,0,0,0,6,3,0,7,0,9,0,0,2,1,2,4,0,0,6,0,0,5,0,0,3,9,0,0,0,0,0,0,0,0,0,4,2,0,0,3,0,0,0,0,0,0,1,5,7,8,0,9,6,0,5,0,3,0,0,0,0,0,0,0,9,0,0"
22/06/22,"8,1,3,0,0,0,0,0,5,0,0,0,3,0,9,7,0,0,0,0,0,6,8,5,3,2,0,2,0,0,0,5,0,8,3,0,0,0,6,8,0,3,5,0,0,0,5,8,0,4,0,0,1,0,0,0,5,4,6,0,0,8,3,0,0,1,0,2,8,0,0,7,4,8,7,5,0,0,0,0,6","8,0,0,0,0,7,5,0,0,0,7,0,0,2,3,0,8,0,0,0,0,0,5,0,0,0,0,3,4,0,0,0,2,0,6,0,0,0,0,6,0,0,0,0,0,0,0,5,0,3,0,0,9,0,0,0,4,0,0,8,0,0,0,0,2,0,0,0,0,1,0,0,0,5,0,7,0,0,0,0,4","0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,3,8,0,9,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,3,6,4,0,9,0,0,0,8,2,0,0,0,0,8,0,5,0,0,0,0,0,0,0,5,0,0,0,2,0,4,0,6,0,1,0,0,3,1,0,0,7,2,0,0"
23/06/22,"0,0,7,0,0,2,0,4,8,1,2,9,8,0,0,0,0,0,0,0,8,6,3,0,7,0,1,9,7,0,2,1,0,0,0,0,4,1,0,0,0,8,0,0,3,0,0,0,0,0,3,1,5,7,3,0,0,0,8,6,4,0,0,0,5,4,0,7,0,6,0,0,7,8,0,0,0,4,3,1,0","9,0,0,0,0,8,1,5,0,0,0,8,4,6,2,0,0,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,3,0,0,0,7,1,5,0,0,4,0,0,0,4,0,0,6,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,1,0,4,0,3,0,0,0,0,0,3,0,0,0","0,0,0,0,0,0,9,0,0,0,0,0,5,0,0,0,8,3,0,6,0,3,0,0,0,2,0,0,3,0,0,0,0,4,0,7,0,0,1,9,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,1,0,0,8,0,0,4,0,9,0,2,0,0,0,0,1,0,0,0,0,9,0,0,6"
24/06/22,"0,6,2,0,0,0,3,0,9,0,8,0,6,0,0,4,7,0,9,0,0,5,0,2,0,1,0,0,0,3,0,5,0,2,0,0,0,0,0,7,2,3,9,4,0,2,0,9,4,0,8,6,0,7,6,2,4,0,7,0,0,0,0,1,0,8,0,0,0,7,2,4,0,0,0,0,9,4,0,0,8","0,0,0,0,0,9,0,0,0,0,4,0,1,8,0,7,0,0,0,1,0,0,2,0,0,6,0,0,0,2,0,7,0,0,0,3,0,0,8,4,0,0,0,0,0,0,0,0,0,0,6,4,0,5,0,0,0,2,0,0,5,1,0,1,0,0,0,0,0,0,0,0,3,0,4,9,0,0,0,0,0","0,0,0,0,2,0,0,0,3,1,0,3,0,0,7,0,2,0,0,0,0,0,9,0,7,0,0,8,1,2,0,6,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,9,7,0,8,0,3,0,0,0,0,0,3,9,5,0,8,0,0,1,0,0,0,0,0,0,0,0,0"
25/06/22,"3,5,9,0,4,0,0,0,8,8,0,0,0,6,0,0,3,5,0,0,4,0,5,8,0,2,0,0,9,0,0,0,5,2,4,3,0,3,8,9,0,4,0,6,0,0,7,0,0,0,2,9,8,0,1,0,0,4,9,0,0,0,0,5,2,3,1,0,0,7,0,0,0,0,0,5,0,0,8,0,6","0,0,0,6,7,0,0,2,0,7,0,1,0,0,0,9,0,0,8,0,0,0,5,3,0,0,0,0,1,0,0,2,0,0,6,0,0,0,9,0,0,6,0,0,0,3,0,0,0,0,0,7,8,0,0,0,5,0,0,0,3,0,7,2,0,0,3,0,0,5,0,0,0,0,0,0,0,5,0,4,0","0,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,8,0,6,0,0,0,0,4,0,6,0,0,0,4,1,0,0,9,0,3,0,0,0,0,0,0,4,0,7,0,0,2,0,6,1,0,3,1,0,0,5,0,0,6,0,7,0,0,0,0,0,1,9,3,0,0,0,0,0,6,0,5,0"
26/06/22,"2,7,1,3,0,0,0,5,0,6,0,9,2,5,0,0,1,0,0,0,5,0,1,0,3,2,6,3,9,0,0,4,5,2,0,0,8,0,0,0,9,1,0,0,3,0,0,0,0,3,0,8,0,5,1,6,0,4,0,9,0,0,2,0,2,7,0,0,0,0,0,0,0,4,0,1,0,8,9,0,0","0,0,0,0,1,0,0,3,0,0,0,4,0,0,6,0,0,1,8,0,0,4,9,0,0,2,0,0,0,7,0,4,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,6,8,0,0,0,6,9,0,2,0,4,0,0,8,2,0,6,0,7,0,0,0,0,0,0,7,0,0,0,0","0,0,6,0,0,4,0,1,2,0,0,0,0,0,0,3,0,5,0,0,0,5,0,3,0,0,0,0,0,2,0,0,5,0,0,0,5,0,0,0,6,0,1,4,0,0,1,7,9,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,2,1,7,0,0,0,7,0,0,5,0,0,0,0"
27/06/22,"5,9,1,3,0,0,0,0,2,0,6,0,0,4,2,0,1,0,0,7,0,0,1,0,3,8,0,0,2,3,1,0,6,0,0,5,9,0,5,0,0,3,6,0,4,7,0,6,5,9,0,0,0,0,6,4,0,2,0,0,7,0,0,0,0,2,0,0,9,0,4,3,0,0,0,0,5,8,9,0,0","0,0,3,0,9,0,0,0,0,7,6,0,0,5,0,0,0,0,0,4,0,1,0,6,8,0,0,1,0,0,6,0,7,3,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,9,0,0,0,8,0,2,0,0,0,6,0,0,2,9,0,0,0,1,0,0,0,0,0,0,5,0,0,4","2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,8,6,4,3,0,0,4,0,0,1,0,0,0,0,5,0,9,0,7,0,0,0,4,0,7,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,6,2,0,0,7,0,0,0,7,0,0,1,0,9,0,0,0"
28/06/22,"0,0,5,0,4,6,7,0,0,0,3,7,1,0,2,0,0,9,0,0,9,7,0,0,5,1,6,0,5,0,0,3,0,4,0,0,4,6,3,0,2,0,0,0,0,0,2,0,4,9,0,0,0,1,8,1,6,3,0,4,0,0,0,3,0,0,5,0,0,1,8,0,0,0,0,0,1,8,0,7,3","0,0,6,0,0,0,0,8,3,8,0,0,2,0,0,0,4,0,1,0,9,0,0,4,0,0,7,9,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,9,0,0,0,0,4,0,0,7,0,4,0,0,0,0,0,6,3,0,0,5,0,0,1,0,0,0,0,0,0,0,0,8,0,5,0,0","0,0,0,0,0,1,0,0,6,0,0,7,0,6,0,0,0,1,0,0,0,0,9,0,4,0,0,0,1,0,0,0,9,3,0,0,5,0,0,0,0,6,0,7,0,0,0,3,0,0,0,9,0,8,0,4,1,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,0,0,4,7,2,0,0"
29/06/22,"7,6,9,0,0,4,0,0,0,5,0,0,0,1,0,3,0,8,0,0,3,9,0,2,4,7,0,4,9,5,0,8,0,7,0,0,6,0,0,5,0,0,8,3,9,0,7,0,0,0,1,0,2,0,0,3,0,4,0,0,2,1,5,0,4,1,3,6,5,0,0,0,8,0,0,0,0,0,0,0,3","3,0,0,0,0,9,0,0,5,0,0,0,3,1,0,4,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,7,1,3,0,0,0,0,0,0,0,5,0,0,0,7,2,0,0,0,0,0,0,0,0,3,9,0,0,0,4,0,7,0,0,0,8,0,0,2,0,0,9,0","0,0,0,0,1,0,0,0,0,0,3,4,2,0,0,0,0,0,0,0,0,7,5,0,0,6,0,5,1,0,0,0,8,0,3,0,0,6,0,0,0,0,7,1,0,0,0,9,0,0,0,0,0,0,9,0,0,4,0,6,3,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,0,0,9,5,0"
30/06/22,"7,6,8,1,0,4,0,0,0,1,0,0,8,9,7,0,0,4,5,4,0,0,0,0,0,1,7,0,2,0,5,8,0,0,3,0,6,0,1,2,0,0,0,9,8,0,0,4,7,0,0,6,0,0,0,9,0,0,0,0,1,0,5,4,0,0,0,7,5,2,0,0,8,7,0,3,2,0,9,0,0","0,0,0,5,0,0,0,0,4,0,9,0,0,8,0,0,0,6,0,0,0,0,0,0,9,0,0,0,1,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,7,7,3,0,6,0,0,0,5,0,0,0,0,0,6,0,1,0,0,0,0,2,0,0,0,0,0,0,3,0,5,8,0,9,7,0,0","0,0,0,6,0,0,0,0,0,0,4,6,0,5,0,0,2,0,0,7,0,4,0,0,0,5,8,6,0,0,9,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,1,7,0,2,0,0,0,8,5,0,0,9,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,7,0"
01/07/22,"5,9,3,0,7,0,6,4,0,0,1,0,9,4,0,8,3,0,4,7,0,0,0,3,0,0,0,0,4,0,0,0,0,7,0,9,8,3,5,0,0,4,0,6,0,0,0,0,1,5,2,0,0,4,1,0,4,8,0,0,0,2,0,0,0,9,5,6,0,0,0,8,0,0,6,4,2,0,5,0,0","0,8,7,0,5,0,0,3,0,0,0,3,8,0,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,6,0,9,4,0,0,0,0,0,7,0,0,0,2,0,0,0,5,0,0,0,0,0,3,9,7,0,0,0,0,0,0,2,0,5,0,0,0,0,0,4,0,6,0","0,0,8,6,0,0,0,0,0,0,6,0,0,0,0,0,5,9,0,0,5,0,0,2,0,0,0,0,0,0,0,0,1,3,7,6,1,0,0,4,0,0,0,0,8,2,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,7,0,0,0,0,5,0,4,0,3,0,8,0,0"
02/07/22,"0,0,0,9,4,0,8,0,1,3,0,4,8,0,0,0,6,7,5,0,1,2,0,0,0,0,0,0,3,5,0,2,0,0,0,4,0,7,0,0,0,9,3,0,6,0,2,0,3,7,0,0,0,8,0,1,0,0,9,5,6,3,0,6,5,3,0,0,2,1,0,0,2,0,0,0,0,6,7,8,0","0,1,0,0,4,0,0,7,9,0,0,0,7,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,6,0,9,0,0,2,7,9,0,0,3,0,6,0,0,0,0,0,5,9,0,0,0,0,6,0,7,3,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0","0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,9,0,0,0,0,8,0,1,0,0,3,7,0,2,0,0,0,0,0,9,1,3,4,0,8,7,0,0,0,0,0,6,0,0,0,0,4,0,0,5,0,2,4,0,0,0,0,3,4,0,3,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0"
